analysis,scenario_id,scenario_description,parameter_label,use_global_template,finalization_mode,target_d,station_id,zone,method,stock_mae,empty_hours_pred,empty_hours_actual,full_hours_pred,full_hours_actual,empty_hour_diff,full_hour_diff,risk_diff
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S001,Educational (文教科研区),raw_continuous,4.117568786030338,0,0,0,0,0,0,0
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S002,Educational (文教科研区),raw_continuous,6.920904199858941,4,2,0,0,2,0,2
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S003,Educational (文教科研区),raw_continuous,6.389940365022347,4,3,0,0,1,0,1
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S004,Educational (文教科研区),raw_continuous,6.573398548900631,0,7,0,0,7,0,7
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S005,Educational (文教科研区),raw_continuous,6.365948182483119,0,0,0,0,0,0,0
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S006,Educational (文教科研区),raw_continuous,4.006395756936114,0,0,0,1,0,1,1
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S007,Educational (文教科研区),raw_continuous,2.605441797994178,4,1,0,0,3,0,3
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S008,Educational (文教科研区),raw_continuous,5.713343281283262,1,0,0,6,1,6,7
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S009,Commercial/Transit (商业与交通枢纽区),raw_continuous,6.957000344726258,0,0,0,2,0,2,2
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S010,Recreational/Public (休闲与公共设施区),raw_continuous,2.6280764091559967,0,0,0,0,0,0,0
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S011,Recreational/Public (休闲与公共设施区),raw_continuous,4.097902565614518,0,0,2,4,0,2,2
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S012,Commercial/Transit (商业与交通枢纽区),raw_continuous,3.830180776773053,0,0,0,0,0,0,0
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S013,Commercial/Transit (商业与交通枢纽区),raw_continuous,8.555229668234558,0,0,9,0,0,9,9
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S014,Recreational/Public (休闲与公共设施区),raw_continuous,13.333905705713065,1,0,0,0,1,0,1
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S015,Recreational/Public (休闲与公共设施区),raw_continuous,4.129892663714154,0,0,0,4,0,4,4
05_feasibility_correction,raw_continuous,"Use raw continuous predictions without nonnegative, integer or cap correction.","lambda=(0.60,0.20,0.20);theta=0.70;w=[0.30,0.80]",True,raw_continuous,7,S016,Commercial/Transit (商业与交通枢纽区),raw_continuous,7.362210860437119,0,0,0,0,0,0,0
